Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1/7/2007,1:03:00,1.614,0.052,235.31,6.8,1,1,17
1/7/2007,1:04:00,1.614,0.058,235.44,6.8,1,1,17
1/7/2007,1:05:00,1.08,0.066,236.33,5,1,1,9
1/7/2007,1:06:00,0.6,0.076,237.32,2.4,1,1,0
1/7/2007,1:07:00,0.6,0.074,237.14,2.4,2,1,0
1/7/2007,1:08:00,0.596,0.072,237.23,2.4,1,1,0
1/7/2007,1:09:00,0.598,0.072,237.22,2.4,1,2,0
1/7/2007,1:10:00,0.596,0.072,237.6,2.4,1,1,0
1/7/2007,1:11:00,0.598,0.072,237.42,2.4,2,1,0
1/7/2007,1:12:00,0.606,0.094,238.57,2.6,1,1,0
1/7/2007,1:13:00,0.556,0.104,238.93,2.4,0,1,0
1/7/2007,1:14:00,0.612,0.086,238.45,2.6,2,1,0
1/7/2007,1:15:00,1.57,0.07,237.65,8,14,1,0
1/7/2007,1:16:00,2.864,0.136,236.38,12,38,1,0
1/7/2007,1:17:00,2.874,0.178,236.08,12.2,37,2,0
1/7/2007,1:18:00,2.864,0.176,236.01,12,38,1,0
1/7/2007,1:19:00,2.866,0.178,236.17,12,37,1,0
1/7/2007,1:20:00,2.94,0.256,236.12,12.4,37,1,0
1/7/2007,1:21:00,2.934,0.276,236.16,12.4,37,1,0
1/7/2007,1:22:00,2.944,0.274,236.7,12.4,38,1,0
1/7/2007,1:23:00,2.936,0.278,236.72,12.4,37,1,0
1/7/2007,1:24:00,2.928,0.272,236.79,12.4,37,1,0
1/7/2007,1:25:00,2.832,0.28,237.36,12,38,1,0
1/7/2007,1:26:00,0.712,0.324,240.35,3.2,2,2,0
1/7/2007,1:27:00,0.728,0.332,240.34,3.2,2,1,0
1/7/2007,1:28:00,0.762,0.332,240.11,3.4,1,1,0
1/7/2007,1:29:00,0.628,0.332,239.99,2.8,1,1,0
1/7/2007,1:30:00,0.576,0.332,239.82,2.8,1,1,0
1/7/2007,1:31:00,0.602,0.328,239.46,2.8,2,1,0
1/7/2007,1:32:00,0.678,0.32,238.22,3,1,1,0
1/7/2007,1:33:00,0.88,0.314,237.81,3.8,1,1,0
1/7/2007,1:34:00,0.678,0.318,238.17,3,1,1,0
1/7/2007,1:35:00,0.638,0.226,238.63,2.8,1,2,0
1/7/2007,1:36:00,0.652,0.09,238.76,2.6,2,1,0
1/7/2007,1:37:00,0.602,0.052,238.64,2.6,1,1,0
1/7/2007,1:38:00,0.282,0,238.77,1.2,1,0,0
1/7/2007,1:39:00,0.28,0,238.6,1.2,1,0,0
1/7/2007,1:40:00,0.282,0,238.45,1.2,2,0,0
1/7/2007,1:41:00,0.28,0,238.61,1.2,1,0,0
1/7/2007,1:42:00,0.28,0,238.49,1.2,1,0,0
1/7/2007,1:43:00,0.28,0,238.25,1.2,1,0,0
1/7/2007,1:44:00,0.28,0,238.02,1.2,2,0,0
1/7/2007,1:45:00,0.28,0,238.14,1.2,1,0,0
1/7/2007,1:46:00,0.28,0,238.17,1.2,1,0,0
1/7/2007,1:47:00,0.282,0,239.24,1.2,1,0,0
1/7/2007,1:48:00,0.282,0,239.34,1.2,2,0,0
1/7/2007,1:49:00,0.282,0,239.35,1.2,1,0,0
1/7/2007,1:50:00,0.282,0,239.72,1.2,1,0,0
1/7/2007,1:51:00,0.284,0,240.05,1.2,1,0,0
1/7/2007,1:52:00,0.282,0,239.78,1.2,2,0,0
1/7/2007,1:53:00,0.284,0,239.57,1.2,1,0,0
1/7/2007,1:54:00,0.282,0,239.73,1.2,1,0,0
1/7/2007,1:55:00,0.284,0,239.91,1.2,1,0,0
1/7/2007,1:56:00,0.28,0,240.08,1.2,2,0,0
1/7/2007,1:57:00,0.284,0,239.96,1.2,1,0,0
1/7/2007,1:58:00,0.28,0,239.65,1.2,1,0,0
1/7/2007,1:59:00,0.284,0,239.44,1.2,1,0,0
1/7/2007,2:00:00,0.28,0,239.31,1.2,2,0,0
1/7/2007,2:01:00,0.284,0,239.38,1.2,1,0,0
1/7/2007,2:02:00,0.278,0,239.5,1.2,1,0,0
1/7/2007,2:03:00,0.28,0,238.76,1.2,1,0,0
1/7/2007,2:04:00,0.278,0,238.92,1.2,1,0,0
1/7/2007,2:05:00,0.312,0,239.81,1.4,2,0,0
1/7/2007,2:06:00,0.356,0.08,239.66,1.4,1,0,0
1/7/2007,2:07:00,0.474,0.206,239.81,2.2,1,0,0
1/7/2007,2:08:00,0.472,0.218,239.78,2.2,2,0,0
1/7/2007,2:09:00,0.464,0.212,239.81,2,1,0,0
1/7/2007,2:10:00,0.46,0.212,239.58,2,1,0,0
1/7/2007,2:11:00,0.458,0.214,240,2,1,0,0
1/7/2007,2:12:00,0.456,0.216,240.53,2,1,0,0
1/7/2007,2:13:00,0.456,0.218,240.97,2,2,0,0
1/7/2007,2:14:00,0.454,0.22,241.25,2,1,0,0
1/7/2007,2:15:00,0.452,0.222,241.52,2,1,0,0
1/7/2007,2:16:00,0.452,0.222,241.52,2,1,0,0
1/7/2007,2:17:00,0.44,0.264,242.09,2,2,0,0
1/7/2007,2:18:00,0.426,0.242,241.99,2,0,0,0
1/7/2007,2:19:00,0.426,0.186,241.79,1.8,2,0,0
1/7/2007,2:20:00,0.382,0.124,241.83,1.6,1,0,0
1/7/2007,2:21:00,0.376,0.12,241.96,1.6,1,0,0
1/7/2007,2:22:00,0.374,0.116,241.49,1.6,1,0,0
1/7/2007,2:23:00,0.374,0.116,241.38,1.6,1,0,0
1/7/2007,2:24:00,0.374,0.116,241.5,1.6,2,0,0
1/7/2007,2:25:00,0.368,0.12,241.35,1.6,1,0,0
1/7/2007,2:26:00,0.308,0.114,240.93,1.4,0,0,0
1/7/2007,2:27:00,0.278,0,240.82,1.2,1,0,0
1/7/2007,2:28:00,1.642,0,239.37,8.2,22,0,0
1/7/2007,2:29:00,2.484,0,238.6,10.4,38,0,0
1/7/2007,2:30:00,2.472,0,238.03,10.4,37,0,0
1/7/2007,2:31:00,2.472,0,238.14,10.2,38,0,0
1/7/2007,2:32:00,2.468,0,238.21,10.2,38,0,0
1/7/2007,2:33:00,2.476,0,238.31,10.4,37,0,0
1/7/2007,2:34:00,2.48,0,238.39,10.4,38,0,0
1/7/2007,2:35:00,2.472,0,238.25,10.2,38,0,0
1/7/2007,2:36:00,2.466,0,238.39,10.2,38,0,0
1/7/2007,2:37:00,2.476,0,238.76,10.2,37,0,0
1/7/2007,2:38:00,2.46,0,238.26,10.2,38,0,0
1/7/2007,2:39:00,2.46,0,238.14,10.2,37,0,0
1/7/2007,2:40:00,2.462,0,238.49,10.2,38,0,0
1/7/2007,2:41:00,0.44,0,240.44,3.2,6,0,0
1/7/2007,2:42:00,0.21,0,240.65,0.8,0,0,0
1/7/2007,2:43:00,0.21,0,240.42,0.8,0,0,0
1/7/2007,2:44:00,0.224,0,240.65,1,1,0,0
1/7/2007,2:45:00,0.232,0,241.49,1,0,0,0
1/7/2007,2:46:00,0.218,0,241.63,1,0,0,0
1/7/2007,2:47:00,0.212,0,241.34,0.8,0,0,0
1/7/2007,2:48:00,0.212,0,241.2,0.8,0,0,0
1/7/2007,2:49:00,0.212,0,241.19,0.8,0,0,0
1/7/2007,2:50:00,0.282,0.046,241.78,1.4,0,0,0
1/7/2007,2:51:00,0.29,0.08,241.96,1.2,0,0,0
1/7/2007,2:52:00,0.29,0.08,241.65,1.2,0,0,0
1/7/2007,2:53:00,0.29,0.08,241.81,1.2,0,0,0
1/7/2007,2:54:00,0.288,0.08,241.77,1.2,0,0,0
1/7/2007,2:55:00,0.286,0.08,241.67,1.2,0,0,0
1/7/2007,2:56:00,0.288,0.08,241.14,1.2,0,0,0
1/7/2007,2:57:00,0.314,0.1,240.92,1.4,0,0,0
1/7/2007,2:58:00,0.41,0.234,240.15,2,0,0,0
1/7/2007,2:59:00,0.404,0.228,239.86,1.8,0,0,0
1/7/2007,3:00:00,0.388,0.206,239.31,1.8,0,0,0
1/7/2007,3:01:00,0.384,0.204,239.57,1.8,0,0,0
1/7/2007,3:02:00,0.382,0.204,239.56,1.8,0,0,0
1/7/2007,3:03:00,0.322,0.114,239.9,1.4,0,0,0
1/7/2007,3:04:00,0.312,0.102,240.01,1.4,0,0,0
1/7/2007,3:05:00,0.312,0.102,240.12,1.4,0,0,0
1/7/2007,3:06:00,0.31,0.102,239.94,1.4,0,0,0
1/7/2007,3:07:00,0.31,0.102,239.68,1.4,0,0,0
1/7/2007,3:08:00,0.308,0.102,239.68,1.4,0,0,0
1/7/2007,3:09:00,0.306,0.1,239.2,1.4,0,0,0
1/7/2007,3:10:00,0.308,0.102,239.99,1.4,0,0,0
1/7/2007,3:11:00,0.306,0.102,239.89,1.4,0,0,0
1/7/2007,3:12:00,0.306,0.102,239.82,1.4,0,0,0
1/7/2007,3:13:00,0.304,0.102,239.61,1.4,0,0,0
1/7/2007,3:14:00,0.304,0.102,239.81,1.4,0,0,0
1/7/2007,3:15:00,0.326,0.138,239.79,1.4,0,0,0
1/7/2007,3:16:00,0.324,0.124,240.84,1.4,0,0,0
1/7/2007,3:17:00,0.25,0,240.86,1,0,0,0
1/7/2007,3:18:00,0.21,0,240.77,0.8,0,0,0
1/7/2007,3:19:00,0.21,0,240.9,0.8,0,0,0
1/7/2007,3:20:00,0.21,0,240.54,0.8,0,0,0
1/7/2007,3:21:00,0.21,0,239.84,0.8,0,0,0
1/7/2007,3:22:00,0.21,0,239.95,0.8,0,0,0
1/7/2007,3:23:00,0.21,0,239.96,0.8,0,0,0
1/7/2007,3:24:00,0.21,0,239.66,0.8,0,0,0
1/7/2007,3:25:00,0.21,0,239.7,0.8,0,0,0
1/7/2007,3:26:00,0.21,0,239.77,0.8,0,0,0
1/7/2007,3:27:00,0.21,0,239.82,0.8,0,0,0
1/7/2007,3:28:00,0.21,0,239.95,0.8,0,0,0
1/7/2007,3:29:00,0.21,0,239.91,0.8,0,0,0
1/7/2007,3:30:00,0.21,0,240.22,0.8,0,0,0
1/7/2007,3:31:00,0.21,0,240.67,0.8,0,0,0
1/7/2007,3:32:00,0.212,0,241.35,0.8,0,0,0
1/7/2007,3:33:00,0.212,0,241.71,0.8,0,0,0
1/7/2007,3:34:00,0.304,0.078,241,1.4,0,0,0
1/7/2007,3:35:00,0.288,0.076,240.85,1.2,0,0,0
1/7/2007,3:36:00,0.288,0.076,240.69,1.2,0,0,0
1/7/2007,3:37:00,0.288,0.076,240.73,1.2,0,0,0
1/7/2007,3:38:00,0.286,0.078,240.93,1.2,0,0,0
1/7/2007,3:39:00,0.286,0.08,241.47,1.2,0,0,0
1/7/2007,3:40:00,0.284,0.08,241.47,1.2,0,0,0
1/7/2007,3:41:00,0.282,0.078,240.97,1.2,0,0,0
1/7/2007,3:42:00,0.282,0.076,240.75,1.2,0,0,0
1/7/2007,3:43:00,0.28,0.076,240.4,1.2,0,0,0
1/7/2007,3:44:00,0.28,0.076,240.53,1.2,0,0,0
1/7/2007,3:45:00,0.28,0.076,240.61,1.2,0,0,0
1/7/2007,3:46:00,0.244,0,240.52,1,0,0,0
1/7/2007,3:47:00,0.21,0,240.53,0.8,0,0,0
1/7/2007,3:48:00,0.21,0,240.52,0.8,0,0,0
1/7/2007,3:49:00,0.298,0.06,240.25,1.4,0,0,0
1/7/2007,3:50:00,0.322,0.104,240.26,1.4,0,0,0
1/7/2007,3:51:00,0.318,0.102,240.09,1.4,0,0,0
1/7/2007,3:52:00,0.318,0.104,240.33,1.4,0,0,0
1/7/2007,3:53:00,0.394,0.194,240.01,2,0,0,0
1/7/2007,3:54:00,0.398,0.224,240.06,1.8,0,1,0
1/7/2007,3:55:00,0.398,0.224,240.15,1.8,0,1,0
1/7/2007,3:56:00,0.396,0.226,240.28,1.8,0,2,0
1/7/2007,3:57:00,0.398,0.226,240.51,1.8,0,1,0
1/7/2007,3:58:00,0.396,0.228,240.78,1.8,0,1,0
1/7/2007,3:59:00,0.394,0.224,240.18,1.8,0,2,0
1/7/2007,4:00:00,0.394,0.224,240.18,1.8,0,1,0
1/7/2007,4:01:00,0.434,0.224,240.09,2,0,2,0
1/7/2007,4:02:00,0.562,0.22,239.77,2.4,0,1,0
1/7/2007,4:03:00,0.562,0.22,239.98,2.4,0,1,0
1/7/2007,4:04:00,0.56,0.22,239.78,2.4,0,2,0
1/7/2007,4:05:00,0.56,0.22,240.13,2.4,0,1,0
1/7/2007,4:06:00,0.56,0.22,239.96,2.4,0,2,0
1/7/2007,4:07:00,0.558,0.22,240.17,2.4,0,1,0
1/7/2007,4:08:00,0.53,0.184,240.2,2.4,0,1,0
1/7/2007,4:09:00,0.464,0.09,240.56,2,0,2,0
1/7/2007,4:10:00,0.464,0.092,241.21,2,0,1,0
1/7/2007,4:11:00,0.464,0.092,241.26,2,0,1,0
1/7/2007,4:12:00,0.466,0.096,242.64,2,0,1,0
1/7/2007,4:13:00,0.466,0.096,242.42,2,0,2,0
1/7/2007,4:14:00,0.464,0.094,242.17,2,0,1,0
1/7/2007,4:15:00,0.464,0.096,242.54,2,0,1,0
1/7/2007,4:16:00,0.466,0.098,242.97,2,0,1,0
1/7/2007,4:17:00,0.494,0.116,242.15,2.2,0,2,0
1/7/2007,4:18:00,0.536,0.196,241.27,2.4,0,1,0
1/7/2007,4:19:00,0.536,0.198,241.5,2.4,0,1,0
1/7/2007,4:20:00,0.534,0.196,241.36,2.4,0,1,0
1/7/2007,4:21:00,0.534,0.198,241.67,2.2,0,2,0
1/7/2007,4:22:00,0.534,0.198,241.72,2.2,0,1,0
1/7/2007,4:23:00,0.532,0.2,241.98,2.2,0,1,0
1/7/2007,4:24:00,0.53,0.198,241.88,2.2,0,1,0
1/7/2007,4:25:00,0.53,0.198,241.85,2.2,0,1,0
1/7/2007,4:26:00,0.528,0.2,242.09,2.2,0,1,0
1/7/2007,4:27:00,0.528,0.2,242.25,2.2,0,2,0
1/7/2007,4:28:00,0.526,0.198,242.03,2.2,0,1,0
1/7/2007,4:29:00,0.526,0.198,241.9,2.2,0,1,0
1/7/2007,4:30:00,0.482,0.13,241.93,2,0,1,0
1/7/2007,4:31:00,0.458,0.094,241.94,1.8,0,1,0
1/7/2007,4:32:00,0.456,0.092,241.6,1.8,0,1,0
1/7/2007,4:33:00,0.456,0.092,241.6,1.8,0,2,0
1/7/2007,4:34:00,0.456,0.09,241.25,1.8,0,1,0
1/7/2007,4:35:00,0.456,0.092,241.37,1.8,0,1,0
1/7/2007,4:36:00,0.456,0.09,241.26,1.8,0,1,0
1/7/2007,4:37:00,0.456,0.092,241.53,1.8,0,1,0
1/7/2007,4:38:00,0.456,0.092,241.42,1.8,0,1,0
1/7/2007,4:39:00,0.456,0.092,241.52,1.8,0,2,0
1/7/2007,4:40:00,0.54,0.18,241.44,2.4,0,1,0
1/7/2007,4:41:00,0.566,0.226,241.42,2.4,0,1,0
1/7/2007,4:42:00,0.564,0.228,241.54,2.4,0,1,0
1/7/2007,4:43:00,0.562,0.226,241.38,2.4,0,1,0
1/7/2007,4:44:00,0.56,0.226,241.4,2.4,0,1,0
1/7/2007,4:45:00,0.558,0.226,241.3,2.4,0,2,0
1/7/2007,4:46:00,0.558,0.226,241.33,2.4,0,1,0
1/7/2007,4:47:00,0.556,0.226,241.19,2.4,0,1,0
1/7/2007,4:48:00,0.554,0.226,241.18,2.4,0,1,0
1/7/2007,4:49:00,0.554,0.226,241.04,2.4,0,1,0
1/7/2007,4:50:00,0.554,0.226,241.28,2.4,0,1,0
1/7/2007,4:51:00,0.552,0.228,241.38,2.4,0,1,0
1/7/2007,4:52:00,0.552,0.228,241.41,2.4,0,2,0
1/7/2007,4:53:00,0.55,0.226,241.39,2.4,0,1,0
1/7/2007,4:54:00,0.55,0.226,241.1,2.4,0,1,0
1/7/2007,4:55:00,0.548,0.226,241.23,2.4,0,1,0
1/7/2007,4:56:00,0.548,0.226,241.32,2.4,0,1,0
1/7/2007,4:57:00,0.548,0.226,241.29,2.4,0,1,0
1/7/2007,4:58:00,0.548,0.226,241.33,2.4,0,1,0
1/7/2007,4:59:00,0.516,0.182,241.37,2.2,0,2,0
1/7/2007,5:00:00,0.454,0.092,241.31,1.8,0,1,0
1/7/2007,5:01:00,0.454,0.092,241.28,1.8,0,1,0
1/7/2007,5:02:00,0.534,0.18,241.11,2.4,0,1,0
1/7/2007,5:03:00,0.53,0.196,241.37,2.2,0,1,0
1/7/2007,5:04:00,0.53,0.196,241.56,2.2,0,1,0
1/7/2007,5:05:00,0.53,0.196,241.35,2.2,0,1,0
1/7/2007,5:06:00,0.528,0.196,241.27,2.2,0,2,0
1/7/2007,5:07:00,0.528,0.196,241.54,2.2,0,1,0
1/7/2007,5:08:00,0.526,0.198,241.94,2.2,0,1,0
1/7/2007,5:09:00,0.526,0.2,242.33,2.2,0,1,0
1/7/2007,5:10:00,0.526,0.202,242.48,2.2,0,1,0
1/7/2007,5:11:00,0.528,0.206,243.32,2.2,0,1,0
1/7/2007,5:12:00,0.526,0.202,242.82,2.2,0,1,0
1/7/2007,5:13:00,0.524,0.2,242.47,2.2,0,1,0
1/7/2007,5:14:00,0.504,0.168,242.49,2.2,0,2,0
1/7/2007,5:15:00,0.454,0.092,241.88,1.8,0,1,0
1/7/2007,5:16:00,0.454,0.092,241.93,1.8,0,1,0
1/7/2007,5:17:00,0.454,0.092,241.65,1.8,0,1,0
1/7/2007,5:18:00,0.454,0.092,241.59,1.8,0,1,0
1/7/2007,5:19:00,0.454,0.092,241.6,1.8,0,1,0
1/7/2007,5:20:00,0.454,0.092,241.47,1.8,0,1,0
1/7/2007,5:21:00,0.454,0.094,241.98,1.8,0,1,0
1/7/2007,5:22:00,0.458,0.096,242.67,1.8,0,2,0
1/7/2007,5:23:00,0.456,0.096,242.59,1.8,0,1,0
1/7/2007,5:24:00,0.456,0.094,242.19,1.8,0,1,0
1/7/2007,5:25:00,0.456,0.094,242.24,1.8,0,1,0
1/7/2007,5:26:00,0.456,0.094,242.31,1.8,0,1,0
1/7/2007,5:27:00,0.456,0.094,242.48,1.8,0,1,0
1/7/2007,5:28:00,0.456,0.094,242.27,1.8,0,1,0
1/7/2007,5:29:00,0.456,0.094,242.43,1.8,0,1,0
1/7/2007,5:30:00,0.456,0.094,242.43,1.8,0,2,0
1/7/2007,5:31:00,0.532,0.174,242.02,2.4,0,1,0
1/7/2007,5:32:00,0.564,0.228,241.83,2.4,0,1,0
1/7/2007,5:33:00,0.562,0.228,242.22,2.4,0,1,0
1/7/2007,5:34:00,0.562,0.228,242.14,2.4,0,1,0
1/7/2007,5:35:00,0.552,0.212,242.1,2.4,0,1,0
1/7/2007,5:36:00,0.492,0.108,242.22,2,0,0,0
1/7/2007,5:37:00,0.49,0.108,242.23,2,0,0,0
1/7/2007,5:38:00,0.492,0.108,242.62,2,0,0,0
1/7/2007,5:39:00,0.49,0.11,242.58,2,0,0,0
1/7/2007,5:40:00,0.488,0.108,242.41,2,0,0,0
1/7/2007,5:41:00,0.488,0.108,242.53,2,0,0,0
1/7/2007,5:42:00,0.488,0.108,242.62,2,0,0,0
1/7/2007,5:43:00,0.486,0.108,242.38,2,0,0,0
1/7/2007,5:44:00,0.486,0.108,242.44,2,0,0,0
1/7/2007,5:45:00,0.484,0.108,242.2,2,0,0,0
1/7/2007,5:46:00,0.536,0.156,241.91,2.4,0,0,0
1/7/2007,5:47:00,0.558,0.21,241.88,2.4,0,0,0
1/7/2007,5:48:00,0.56,0.212,242.28,2.4,0,0,0
1/7/2007,5:49:00,0.558,0.212,242.31,2.4,0,0,0
1/7/2007,5:50:00,0.52,0.158,242.33,2.2,0,0,0
1/7/2007,5:51:00,0.464,0.078,242.56,1.8,0,0,0
1/7/2007,5:52:00,0.462,0.078,242.66,1.8,0,0,0
1/7/2007,5:53:00,0.46,0.078,242.67,1.8,0,0,0
1/7/2007,5:54:00,0.46,0.078,242.53,1.8,0,0,0
1/7/2007,5:55:00,0.458,0.078,242.59,1.8,0,0,0
1/7/2007,5:56:00,0.458,0.078,242.61,1.8,0,0,0
1/7/2007,5:57:00,0.458,0.078,242.55,1.8,0,0,0
1/7/2007,5:58:00,0.456,0.078,242.39,1.8,0,0,0
1/7/2007,5:59:00,0.408,0,242.64,1.6,0,0,0
1/7/2007,6:00:00,0.39,0,242.74,1.6,0,0,0
1/7/2007,6:01:00,0.388,0,242.48,1.6,0,0,0
1/7/2007,6:02:00,0.388,0,242.36,1.6,0,0,0
1/7/2007,6:03:00,0.388,0,242.45,1.6,0,0,0
1/7/2007,6:04:00,0.39,0,242.56,1.6,0,0,0
1/7/2007,6:05:00,0.39,0,242.62,1.6,0,0,0
1/7/2007,6:06:00,0.39,0,242.5,1.6,0,0,0
1/7/2007,6:07:00,0.388,0,242.42,1.6,0,0,0
1/7/2007,6:08:00,0.39,0,242.57,1.6,0,0,0
1/7/2007,6:09:00,0.388,0,242.31,1.6,0,0,0
1/7/2007,6:10:00,0.388,0,242.49,1.6,0,0,0
1/7/2007,6:11:00,0.39,0,242.63,1.6,0,0,0
1/7/2007,6:12:00,0.39,0,242.52,1.6,0,0,0
1/7/2007,6:13:00,0.388,0,242.24,1.6,0,0,0
1/7/2007,6:14:00,0.388,0,242.51,1.6,0,0,0
1/7/2007,6:15:00,0.39,0,242.82,1.6,0,0,0
1/7/2007,6:16:00,0.39,0,242.61,1.6,0,0,0
1/7/2007,6:17:00,0.39,0,242.72,1.6,0,0,0
1/7/2007,6:18:00,0.39,0,242.67,1.6,0,0,0
1/7/2007,6:19:00,0.39,0,242.82,1.6,0,0,0
1/7/2007,6:20:00,0.39,0,242.69,1.6,0,0,0
1/7/2007,6:21:00,0.414,0,242.41,1.8,0,0,0
1/7/2007,6:22:00,0.5,0.108,242.07,2,0,0,0
1/7/2007,6:23:00,0.496,0.108,242.01,2,0,0,0
1/7/2007,6:24:00,0.494,0.108,241.8,2,0,0,0
1/7/2007,6:25:00,0.494,0.108,241.89,2,0,0,0
1/7/2007,6:26:00,0.494,0.11,242.55,2,0,0,0
1/7/2007,6:27:00,0.492,0.11,242.6,2,0,0,0
1/7/2007,6:28:00,0.492,0.11,242.57,2,0,0,0
1/7/2007,6:29:00,0.49,0.108,242,2,0,0,0
1/7/2007,6:30:00,0.488,0.106,241.85,2,0,0,0
1/7/2007,6:31:00,0.51,0.12,241.49,2.2,0,0,0
1/7/2007,6:32:00,0.562,0.21,241.46,2.4,0,0,0
1/7/2007,6:33:00,0.562,0.21,241.7,2.4,0,0,0
1/7/2007,6:34:00,0.56,0.21,241.57,2.4,0,0,0
1/7/2007,6:35:00,0.558,0.21,241.75,2.4,0,0,0
1/7/2007,6:36:00,0.556,0.21,241.67,2.4,0,0,0
1/7/2007,6:37:00,0.556,0.21,241.78,2.4,0,0,0
1/7/2007,6:38:00,0.552,0.21,241.63,2.4,0,0,0
1/7/2007,6:39:00,0.55,0.208,241.21,2.4,0,0,0
1/7/2007,6:40:00,0.542,0.198,241.27,2.4,0,0,0
1/7/2007,6:41:00,0.456,0.074,241.35,1.8,0,0,0
1/7/2007,6:42:00,0.454,0.074,241.26,1.8,0,0,0
1/7/2007,6:43:00,0.454,0.076,241.35,1.8,0,0,0
1/7/2007,6:44:00,0.448,0.068,241.52,1.8,0,0,0
